audio_path,transcription,speaker
dataset_fon\parisius\parisius_fongbe_corp012_020.wav,e nɔ ge nu din,parisius
dataset_fon\parisius\parisius_fongbe_corp012_021.wav,ye ɖo zingidi ɖu wε gannyii,parisius
dataset_fon\parisius\parisius_fongbe_corp012_022.wav,nabi wε nyi ga tɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp012_023.wav,akwε gbo vε mi,parisius
dataset_fon\parisius\parisius_fongbe_corp012_024.wav,nɔvi ce na wa godogodo,parisius
dataset_fon\parisius\parisius_fongbe_corp012_025.wav,asi towe lo,parisius
dataset_fon\parisius\parisius_fongbe_corp012_026.wav,ye bli awinnya gidigbaja ɖe do su yɔ ɔ na,parisius
dataset_fon\parisius\parisius_fongbe_corp012_027.wav,vi lε mi ɖu xwe ganji,parisius
dataset_fon\parisius\parisius_fongbe_corp012_028.wav,kinikini nɔ go,parisius
dataset_fon\parisius\parisius_fongbe_corp012_029.wav,fevi ɔ do dε gblεlεε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_030.wav,vi tɔn ɖie a mε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_031.wav,mi mɔ xwe fufo,parisius
dataset_fon\parisius\parisius_fongbe_corp012_032.wav,fufo nu azɔ ɔ tɔin ɖie,parisius
dataset_fon\parisius\parisius_fongbe_corp012_033.wav,e wa yi gbe ɖɔ emi wu wε sɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp012_034.wav,ganxixo nabi a na do fo azɔ ɔ na,parisius
dataset_fon\parisius\parisius_fongbe_corp012_035.wav,ganxixo nabi mε a na fo azɔ ɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp012_036.wav,un ɖo na fo wε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_037.wav,e na gbeta,parisius
dataset_fon\parisius\parisius_fongbe_corp012_038.wav,ye gbo e do dajo kɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp012_039.wav,a wa fi hweɖebunu ɔ mi nɔ ɖu nu,parisius
dataset_fon\parisius\parisius_fongbe_corp012_040.wav,nɔ ce kplan mi yi dɔn azɔn ɖokpo,parisius
dataset_fon\parisius\parisius_fongbe_corp012_041.wav,xo ɔ gbɔjɔ lanmε nu mi,parisius
dataset_fon\parisius\parisius_fongbe_corp012_042.wav,lanmε ce gbɔjɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp012_043.wav,e yi i dasi ce gannugannu,parisius
dataset_fon\parisius\parisius_fongbe_corp012_044.wav,e xa gblagada ɔ e nɔ lε xa klobotwe ou go dwee,parisius
dataset_fon\parisius\parisius_fongbe_corp012_045.wav,ahan elɔ gla,parisius
dataset_fon\parisius\parisius_fongbe_corp012_046.wav,jɔhɔn gbagbagugu ɖe nyi sɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp012_047.wav,hwezivɔ glala ɖe wε hun egbe,parisius
dataset_fon\parisius\parisius_fongbe_corp012_048.wav,un jɔ fun de mε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_049.wav,gbεmε fa,parisius
dataset_fon\parisius\parisius_fongbe_corp012_050.wav,hanlan kpɔnwun wo nu nu mi,parisius
dataset_fon\parisius\parisius_fongbe_corp012_051.wav,e xuxu hɔn nu mi gogogo,parisius
dataset_fon\parisius\parisius_fongbe_corp012_052.wav,e gba nu mi kpo kwin kpo bε ci gɔɖɔɖɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp012_053.wav,jɔhɔn gbε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_054.wav,gbε ɔ tɔdema wε e nɔ xo yi ɖisi e nɔ xo yi amyɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp012_055.wav,jɔhɔn gbε ba kpo ɖo gokle mɔ a,parisius
dataset_fon\parisius\parisius_fongbe_corp012_056.wav,nukɔn ce ɖo go,parisius
dataset_fon\parisius\parisius_fongbe_corp012_057.wav,e nɔ wu go ɖo nukɔn bo nɔ ze hwla a,parisius
dataset_fon\parisius\parisius_fongbe_corp012_058.wav,gingin wu tɔn ganji ni mε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_059.wav,e gingin nεgbe do do wu,parisius
dataset_fon\parisius\parisius_fongbe_corp012_060.wav,un gingin afɔ do kɔ mε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_061.wav,un gin biki ce do wema ɔ ji,parisius
dataset_fon\parisius\parisius_fongbe_corp012_062.wav,un na nyi ajotɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp012_063.wav,ye ɖo gbojlaka ɖu wε bo jayi,parisius
dataset_fon\parisius\parisius_fongbe_corp012_064.wav,tɔ tɔn kpo nɔvi tɔn lε kpan hεn kεɖεε govi tɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp012_065.wav,e gli hun tɔn ɖo hɔn to,parisius
dataset_fon\parisius\parisius_fongbe_corp012_066.wav,e wa gɔa hun ɖo tɔ ɔ to,parisius
dataset_fon\parisius\parisius_fongbe_corp012_067.wav,e gu akwε tɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp012_068.wav,e gu eɖee,parisius
dataset_fon\parisius\parisius_fongbe_corp012_069.wav,e hεn linlin ce gble,parisius
dataset_fon\parisius\parisius_fongbe_corp012_070.wav,vi ɔ gble bε yi kɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp012_071.wav,e gble din,parisius
dataset_fon\parisius\parisius_fongbe_corp012_072.wav,eo mawu kun nɔ blε mε lε o,parisius
dataset_fon\parisius\parisius_fongbe_corp012_073.wav,nutitε ce tɔn sin gbluwun,parisius
dataset_fon\parisius\parisius_fongbe_corp012_074.wav,e jε gban,parisius
dataset_fon\parisius\parisius_fongbe_corp012_075.wav,afɔkpa gbla afɔ nu we,parisius
dataset_fon\parisius\parisius_fongbe_corp012_076.wav,avun su ɖaxo sɔ hla a,parisius
dataset_fon\parisius\parisius_fongbe_corp012_077.wav,a ko winnya bi,parisius
dataset_fon\parisius\parisius_fongbe_corp012_078.wav,e su gajaa,parisius
dataset_fon\parisius\parisius_fongbe_corp012_079.wav,ajaka savɔ ma sɔ glεnzin ganhunu mεtɔn mεtɔn wε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_080.wav,e jε gbεn,parisius
dataset_fon\parisius\parisius_fongbe_corp012_081.wav,nyaɖe xwe kwekwetin ji bo jayi nuɖe glo mε ɔ e nɔ jo do,parisius
dataset_fon\parisius\parisius_fongbe_corp012_082.wav,nyavi nε ɔ ɖo ta gowungowun ɖe,parisius
dataset_fon\parisius\parisius_fongbe_corp012_083.wav,e ɖo ke glεjεglεjε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_084.wav,e klo gbawun,parisius
dataset_fon\parisius\parisius_fongbe_corp012_085.wav,un mɔ nyibu gojogojo ɖokpo,parisius
dataset_fon\parisius\parisius_fongbe_corp012_086.wav,vi elɔ ɖo nu gεjεε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_087.wav,dada ce sin anya ci futuu,parisius
dataset_fon\parisius\parisius_fongbe_corp012_088.wav,vi tɔn sin ta klo bo ci gbεwun,parisius
dataset_fon\parisius\parisius_fongbe_corp012_089.wav,hwε nyavi elɔ gbo fin din,parisius
dataset_fon\parisius\parisius_fongbe_corp012_090.wav,e gble taɖu ni,parisius
dataset_fon\parisius\parisius_fongbe_corp012_091.wav,e gble taɖumε ni,parisius
dataset_fon\parisius\parisius_fongbe_corp012_092.wav,εεn e gbɔ bi,parisius
dataset_fon\parisius\parisius_fongbe_corp012_093.wav,azɔn towe gbɔ a,parisius
dataset_fon\parisius\parisius_fongbe_corp012_094.wav,azɔn ɔ gble do mi,parisius
dataset_fon\parisius\parisius_fongbe_corp012_095.wav,azɔn na gbɔ nu vi towe,parisius
dataset_fon\parisius\parisius_fongbe_corp012_096.wav,mεsi gɔn wε un ɖe,parisius
dataset_fon\parisius\parisius_fongbe_corp012_097.wav,e nɔ nɔ hwεgbo,parisius
dataset_fon\parisius\parisius_fongbe_corp012_098.wav,un nɔ nɔ ajowun,parisius
dataset_fon\parisius\parisius_fongbe_corp012_099.wav,gayεnu tɔn e un wa gɔn towe ɔ un mɔ we a,parisius
dataset_fon\parisius\parisius_fongbe_corp012_100.wav,e fya jawe kpodo gbεtɔ afɔwe kpan,parisius
dataset_fon\parisius\parisius_fongbe_corp012_101.wav,un ɖo aga,parisius
dataset_fon\parisius\parisius_fongbe_corp012_102.wav,un sɔ ɖu axɔ ɖe do we a mε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_103.wav,gan dokpo adaɖe mε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_104.wav,ganxixo ɖokpo mε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_105.wav,gan we xo,parisius
dataset_fon\parisius\parisius_fongbe_corp012_106.wav,gan nabi wε xo,parisius
dataset_fon\parisius\parisius_fongbe_corp012_107.wav,a ɖu vi gbε,parisius
dataset_fon\parisius\parisius_fongbe_corp012_108.wav,e xo aglo mi gblawun,parisius
dataset_fon\parisius\parisius_fongbe_corp012_109.wav,vi e wa sɔ ɔ ko hɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp012_110.wav,un nyi ganbloɖotɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp012_111.wav,e fyɔn wu nu mi,parisius
dataset_fon\parisius\parisius_fongbe_corp013_001.wav,gbɔn de gbɔn de,parisius
dataset_fon\parisius\parisius_fongbe_corp013_002.wav,e ko yi xwe εnε bɔ e wa fi,parisius
dataset_fon\parisius\parisius_fongbe_corp013_003.wav,ye ɖo fi ɖayi,parisius
dataset_fon\parisius\parisius_fongbe_corp013_004.wav,ye na ɖo fi,parisius
dataset_fon\parisius\parisius_fongbe_corp013_005.wav,un ɖo fi,parisius
dataset_fon\parisius\parisius_fongbe_corp013_006.wav,e jawee,parisius
dataset_fon\parisius\parisius_fongbe_corp013_007.wav,e glo,parisius
dataset_fon\parisius\parisius_fongbe_corp013_008.wav,e glo mi,parisius
dataset_fon\parisius\parisius_fongbe_corp013_009.wav,ase ma ɖo xwe a ɔ ajaka nɔ jε glojo,parisius
dataset_fon\parisius\parisius_fongbe_corp013_010.wav,nu ti glo mawu a,parisius
dataset_fon\parisius\parisius_fongbe_corp013_011.wav,nuɖe ma gbayi do nu mi o,parisius
dataset_fon\parisius\parisius_fongbe_corp013_012.wav,titigweti yi kpɔn mε bo lε kε mεɖe mɔ gbε bo gbε a,parisius
dataset_fon\parisius\parisius_fongbe_corp013_013.wav,ye zun i kaka bε gbɔ bo tin,parisius
dataset_fon\parisius\parisius_fongbe_corp013_014.wav,un ɖo eyε zun wε,parisius
dataset_fon\parisius\parisius_fongbe_corp013_015.wav,ma zun mi o,parisius
dataset_fon\parisius\parisius_fongbe_corp013_016.wav,e gbε nu ye ɖɔ ye ma ɖu o,parisius
dataset_fon\parisius\parisius_fongbe_corp013_017.wav,e gu mε hu gbojɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp013_018.wav,un blo gbeɖe kpɔn a,parisius
dataset_fon\parisius\parisius_fongbe_corp013_019.wav,un ɖu lan enε kpɔn a,parisius
dataset_fon\parisius\parisius_fongbe_corp013_020.wav,un na wa gɔn towe gbeɖe a,parisius
dataset_fon\parisius\parisius_fongbe_corp013_021.wav,nyε mɔ we kpɔn a,parisius
dataset_fon\parisius\parisius_fongbe_corp013_022.wav,un ɖo akwε,parisius
dataset_fon\parisius\parisius_fongbe_corp013_023.wav,un gosin amerika tomε,parisius
dataset_fon\parisius\parisius_fongbe_corp013_024.wav,jan tɔn wε,parisius
dataset_fon\parisius\parisius_fongbe_corp013_025.wav,mε ε nɔ sɔ nu nyi gbe ɔ wε nɔ mɔ nu sɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp013_026.wav,sɔ nyi gbe a na yi mɔ sɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp013_027.wav,e winya ɖyɔvi,parisius
dataset_fon\parisius\parisius_fongbe_corp013_028.wav,ganganwunxotɔ ɖɔ adɔ mε wε gan ɖe,parisius
dataset_fon\parisius\parisius_fongbe_corp013_029.wav,e su gbe ɖe,parisius
dataset_fon\parisius\parisius_fongbe_corp013_030.wav,un mɔ ε ɖazan nε ɔ gbe,parisius
dataset_fon\parisius\parisius_fongbe_corp013_031.wav,fɔngbe vε nu mi bo mi ɖesu mi na kplɔn bo na se kaka jε lo lε ji,parisius
dataset_fon\parisius\parisius_fongbe_corp013_032.wav,e ma sɔgbe nε,parisius
dataset_fon\parisius\parisius_fongbe_corp013_033.wav,kokoko,parisius
dataset_fon\parisius\parisius_fongbe_corp014_001.wav,e ɖo dɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp014_002.wav,yi lε gle hwε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_003.wav,avɔ ɔ jo fun,parisius
dataset_fon\parisius\parisius_fongbe_corp014_004.wav,vi elɔ ɖo gbεvi han do wε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_005.wav,gbεmεvi ce ɖe un na ya ɖie,parisius
dataset_fon\parisius\parisius_fongbe_corp014_006.wav,kpɔn zunta bo nyi ga,parisius
dataset_fon\parisius\parisius_fongbe_corp014_007.wav,un nɔ kplɔn gbe susu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_008.wav,xɔ e mε un damlɔ ɖe ɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_009.wav,awu elɔ gbla mi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_010.wav,ali ɔ gblo,parisius
dataset_fon\parisius\parisius_fongbe_corp014_011.wav,un lε wu ɖayi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_012.wav,a ma na blo ace,parisius
dataset_fon\parisius\parisius_fongbe_corp014_013.wav,agban fuɖafuɖa wε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_014.wav,naki kɔ nε ɔ fuɖa ɖesu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_015.wav,ɖetε a jlo,parisius
dataset_fon\parisius\parisius_fongbe_corp014_016.wav,e xo ye,parisius
dataset_fon\parisius\parisius_fongbe_corp014_017.wav,wema ɔ ɖie a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_018.wav,e ci te gbagbaɖa bo diɖo,parisius
dataset_fon\parisius\parisius_fongbe_corp014_019.wav,un ze gulɔ yi ji nu we,parisius
dataset_fon\parisius\parisius_fongbe_corp014_020.wav,un ze gulɔ yi ji nu we,parisius
dataset_fon\parisius\parisius_fongbe_corp014_021.wav,mε tɔn wε wema elɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_022.wav,to linlin mε wε un gosin,parisius
dataset_fon\parisius\parisius_fongbe_corp014_023.wav,dan ɔ ɖi ga gblɔlɔɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_024.wav,gbogbo nε ɔ jεn ɖie,parisius
dataset_fon\parisius\parisius_fongbe_corp014_025.wav,hwenu ee a byɔ xɔmε ɔ un mɔ we,parisius
dataset_fon\parisius\parisius_fongbe_corp014_026.wav,to na kpε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_027.wav,e kpεn,parisius
dataset_fon\parisius\parisius_fongbe_corp014_028.wav,etɔn wε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_029.wav,eyε wε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_030.wav,e ɖesu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_031.wav,mi nɔ sɔ alɔ mitɔn lε do wazɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_032.wav,nε un ka na wa gbɔn din,parisius
dataset_fon\parisius\parisius_fongbe_corp014_033.wav,bo ɖo din ɔ fitε a xwe,parisius
dataset_fon\parisius\parisius_fongbe_corp014_034.wav,e jayi amɔ e gble wu a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_035.wav,gbade ɖe,parisius
dataset_fon\parisius\parisius_fongbe_corp014_036.wav,a ka jlo wɔ kpo nusɔnu kpo fevi kpo ɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_037.wav,e ɖo xwe gbe,parisius
dataset_fon\parisius\parisius_fongbe_corp014_038.wav,un ɖo nu ɖu ɖo xwe gbe wε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_039.wav,e nyi mεsi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_040.wav,a blo azɔ towe gbɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_041.wav,atin elɔ wu ganji a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_042.wav,e na fun mi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_043.wav,xomε ce gble,parisius
dataset_fon\parisius\parisius_fongbe_corp014_044.wav,un ɖazɔn jε wε enε wu wε un yi doto xwe,parisius
dataset_fon\parisius\parisius_fongbe_corp014_045.wav,vi ce jazɔn kaka bo ci ganmaganma,parisius
dataset_fon\parisius\parisius_fongbe_corp014_046.wav,un gbɔ bo yi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_047.wav,adan gbo mi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_048.wav,nya elɔ ɔ gbεdonɔ ɖaxo wε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_049.wav,a ɖu vi gbε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_050.wav,un ɖu nu fo trolo jεn a ylɔ mi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_051.wav,e ɖu gali,parisius
dataset_fon\parisius\parisius_fongbe_corp014_052.wav,e ɖu wɔ ganlin we,parisius
dataset_fon\parisius\parisius_fongbe_corp014_053.wav,e ɖu nu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_054.wav,e ɖo nu ɖu wε ɖayi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_055.wav,e gɔn nu ɖu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_056.wav,aɖu ma ɖu gantin,parisius
dataset_fon\parisius\parisius_fongbe_corp014_057.wav,ma ɖu nu o,parisius
dataset_fon\parisius\parisius_fongbe_corp014_058.wav,a ɖo gbεn towe blo wε a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_059.wav,e xo bɔlu ɔ gbla,parisius
dataset_fon\parisius\parisius_fongbe_corp014_060.wav,e gbɔ kpowun,parisius
dataset_fon\parisius\parisius_fongbe_corp014_061.wav,un xo kpakpa ɔ gbla,parisius
dataset_fon\parisius\parisius_fongbe_corp014_062.wav,un gbɔ hun,parisius
dataset_fon\parisius\parisius_fongbe_corp014_063.wav,avun wε han bɔ lεngbɔ ɖo gba nya wε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_064.wav,un gɔn azɔmε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_065.wav,alɔdudo towe hu do mi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_066.wav,nu ɖokpo gee jεn hu do mi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_067.wav,gbawunjonɔ ɖie,parisius
dataset_fon\parisius\parisius_fongbe_corp014_068.wav,nataa ja le ɔ gbεtɔ nɔ su kpɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_069.wav,e gla awa bo ɖo zɔnlin ɖi wε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_070.wav,e nɔ ɖi zɔnlin gbagbaɖa gbagbaɖa,parisius
dataset_fon\parisius\parisius_fongbe_corp014_071.wav,e ɖo yiyi ganji,parisius
dataset_fon\parisius\parisius_fongbe_corp014_072.wav,gan ce ɖazɔ wa wε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_073.wav,e fɔn zanzan fuu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_074.wav,xɔ ɔ mε bi nɔ hwεn wan gungungun,parisius
dataset_fon\parisius\parisius_fongbe_corp014_075.wav,nyε ɖie,parisius
dataset_fon\parisius\parisius_fongbe_corp014_076.wav,nyε ɖesu un ɖo ɖagbe,parisius
dataset_fon\parisius\parisius_fongbe_corp014_077.wav,mε elɔ nyila hun din,parisius
dataset_fon\parisius\parisius_fongbe_corp014_078.wav,e guda gusi do nusunnuu ɔ wu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_079.wav,e hεn wema ce lε guda,parisius
dataset_fon\parisius\parisius_fongbe_corp014_080.wav,e guda de wu ganji a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_081.wav,e gudu siman do kɔ wu ganji a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_082.wav,nyε ɖesu wε klɔ gannu ɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_083.wav,e ɖu nu vɔvɔ a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_084.wav,avɔ ɖokpo ɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_085.wav,nyε ɖesunɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_086.wav,zan gblɔn ahwan nu we,parisius
dataset_fon\parisius\parisius_fongbe_corp014_087.wav,nuvu gbε do we,parisius
dataset_fon\parisius\parisius_fongbe_corp014_088.wav,mi wa nu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_089.wav,e sɔ wema tɔn ɖo gbanu bo yi akwε do,parisius
dataset_fon\parisius\parisius_fongbe_corp014_090.wav,xomε gble e,parisius
dataset_fon\parisius\parisius_fongbe_corp014_091.wav,ma yi ɖalɔ go mε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_092.wav,e do gan alɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_093.wav,e nyi avɔ kɔ gεε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_094.wav,sɔ kεkε towe gan ɖo do wu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_095.wav,e do e gan,parisius
dataset_fon\parisius\parisius_fongbe_corp014_096.wav,alin ɔ ɖo xwe tεntin,parisius
dataset_fon\parisius\parisius_fongbe_corp014_097.wav,e ɖo gbεdomε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_098.wav,e ɖo gbεya ji wε din,parisius
dataset_fon\parisius\parisius_fongbe_corp014_099.wav,ce wε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_100.wav,nyε wε ɖu nu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_101.wav,na mi akwε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_102.wav,hweɖenu e wa ɔ e ɖɔ xo nu mi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_103.wav,nyε ɔ un nɔ nyi pɔlu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_104.wav,awi su ɖaxo sɔ gbɔ a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_105.wav,e blo sun atɔn bɔ un bε azɔ ɖo finε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_106.wav,mεɖaxo ku do le hwenu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_107.wav,nyε ɖo kpinkplɔn wε ε bo na do jla ajɔ ce na,parisius
dataset_fon\parisius\parisius_fongbe_corp014_108.wav,gbεtɔ e ɖo finε e gbi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_109.wav,e gble tamε ni,parisius
dataset_fon\parisius\parisius_fongbe_corp014_110.wav,a jε finε ɔ mε lε na xlε we gletoxo ɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_111.wav,mε nabi wε ku tawun,parisius
dataset_fon\parisius\parisius_fongbe_corp014_112.wav,gu ku wε ku,parisius
dataset_fon\parisius\parisius_fongbe_corp014_113.wav,e yi ku zozo,parisius
dataset_fon\parisius\parisius_fongbe_corp014_114.wav,e ma ku a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_115.wav,azɔn ɔ gble,parisius
dataset_fon\parisius\parisius_fongbe_corp014_116.wav,e nɔ gba gi ɖo mɔ mε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_117.wav,e gban nya nu do mi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_118.wav,e gban ya nu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_119.wav,etε sin nu gban nya wε a ɖe,parisius
dataset_fon\parisius\parisius_fongbe_corp014_120.wav,ye na ku,parisius
dataset_fon\parisius\parisius_fongbe_corp014_121.wav,e ma na ku gε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_122.wav,jinukun ko mya go ɖo gle mε,parisius
dataset_fon\parisius\parisius_fongbe_corp014_123.wav,a ma na blo a e,parisius
dataset_fon\parisius\parisius_fongbe_corp014_124.wav,un nɔ ɖu jε kpodo takin kpan a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_125.wav,e gbigba ayikungban ɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_126.wav,bɔ kan nyikɔ ce byɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp014_127.wav,nyikɔ ce nɔ nyi fina,parisius
dataset_fon\parisius\parisius_fongbe_corp014_128.wav,tagba gbelu,parisius
dataset_fon\parisius\parisius_fongbe_corp014_129.wav,eo un sixu blo a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_130.wav,mi na yi a,parisius
dataset_fon\parisius\parisius_fongbe_corp014_131.wav,mama xwe ɔ ni nyi xwesi nu mi bi,parisius
dataset_fon\parisius\parisius_fongbe_corp014_132.wav,e yi fi ti a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_001.wav,glo ɖɔ a ɖe,parisius
dataset_fon\parisius\parisius_fongbe_corp015_002.wav,un gɔn yεhwe zanzan tɔn xa,parisius
dataset_fon\parisius\parisius_fongbe_corp015_003.wav,e ku bɔ e ɖii,parisius
dataset_fon\parisius\parisius_fongbe_corp015_004.wav,e klan gbe xa mi ɖo vivε ji,parisius
dataset_fon\parisius\parisius_fongbe_corp015_005.wav,e ɖɔ a ma wa o,parisius
dataset_fon\parisius\parisius_fongbe_corp015_006.wav,to mitɔn lε nɔ se xo,parisius
dataset_fon\parisius\parisius_fongbe_corp015_007.wav,e gla do tɔ tɔn wu,parisius
dataset_fon\parisius\parisius_fongbe_corp015_008.wav,e gla wa fi a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_009.wav,e gla na kε nu a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_010.wav,e gla do tɔ tɔn wu,parisius
dataset_fon\parisius\parisius_fongbe_corp015_011.wav,hɔn ɔ ɖo nuvo gbaa,parisius
dataset_fon\parisius\parisius_fongbe_corp015_012.wav,gbε ko hun ali ni,parisius
dataset_fon\parisius\parisius_fongbe_corp015_013.wav,e hun hɔn ɔ glaa,parisius
dataset_fon\parisius\parisius_fongbe_corp015_014.wav,e hun hɔn ɔ gblawun,parisius
dataset_fon\parisius\parisius_fongbe_corp015_015.wav,e hun hɔn ɔ kε gblala,parisius
dataset_fon\parisius\parisius_fongbe_corp015_016.wav,e van nukun gbaan,parisius
dataset_fon\parisius\parisius_fongbe_corp015_017.wav,kεkε tɔn gble,parisius
dataset_fon\parisius\parisius_fongbe_corp015_018.wav,e na wa yi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_019.wav,ye na wa ku,parisius
dataset_fon\parisius\parisius_fongbe_corp015_020.wav,e nɔ gbo jage do xo ɔ mε din,parisius
dataset_fon\parisius\parisius_fongbe_corp015_021.wav,e nɔ do fɔngbe ganji,parisius
dataset_fon\parisius\parisius_fongbe_corp015_022.wav,e ɖɔ xo nu mi ɖo nu glɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp015_023.wav,mε a ɖɔ xo na,parisius
dataset_fon\parisius\parisius_fongbe_corp015_024.wav,e ɖɔ xo ɖayi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_025.wav,e ɖo xo ɖɔ wε ɖayi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_026.wav,a ku gan kpo xoɖiɖɔ kpo,parisius
dataset_fon\parisius\parisius_fongbe_corp015_027.wav,jezu yi wan nu mi bo wa nɔ mi mε,parisius
